app_user_id,week_start,avg_daily_steps
13,2025-11-03,12835.285714285714
13,2025-11-10,18869.85714285714
13,2025-11-17,29703.0
14,2025-10-20,18724.166666666668
14,2025-10-27,14724.285714285714
14,2025-11-03,16304.857142857143
14,2025-11-10,15104.857142857143
14,2025-11-17,22818.0
15,2025-10-20,19891.0
15,2025-10-27,16764.285714285714
15,2025-11-03,19606.14285714286
15,2025-11-10,19733.0
15,2025-11-17,27924.0
16,2025-10-20,18494.166666666668
16,2025-10-27,17767.571428571428
16,2025-11-03,16223.42857142857
16,2025-11-10,23891.285714285714
16,2025-11-17,29532.0
17,2025-10-20,12376.833333333334
17,2025-10-27,16923.85714285714
17,2025-11-03,14280.0
17,2025-11-10,19310.428571428572
17,2025-11-17,6238.0
18,2025-10-20,16044.833333333334
18,2025-10-27,14148.857142857143
18,2025-11-03,18843.85714285714
18,2025-11-10,17866.571428571428
18,2025-11-17,7096.0
19,2025-10-20,13498.333333333334
19,2025-10-27,17537.85714285714
19,2025-11-03,13781.857142857143
19,2025-11-10,20610.285714285714
19,2025-11-17,7582.0
20,2025-10-20,12732.333333333334
20,2025-10-27,20172.85714285714
20,2025-11-03,13673.714285714286
20,2025-11-10,11376.0
20,2025-11-17,3539.0
21,2025-10-20,15692.5
21,2025-10-27,13370.0
21,2025-11-03,21749.85714285714
21,2025-11-10,18128.0
21,2025-11-17,27215.0
22,2025-10-20,18719.166666666668
22,2025-10-27,17600.714285714286
22,2025-11-03,19044.14285714286
22,2025-11-10,16997.285714285714
22,2025-11-17,11094.0
23,2025-10-20,20822.833333333332
23,2025-10-27,10616.0
23,2025-11-03,20637.714285714286
23,2025-11-10,14733.857142857143
23,2025-11-17,10583.0
24,2025-10-20,11994.666666666666
24,2025-10-27,16521.714285714286
24,2025-11-03,20358.714285714286
24,2025-11-10,14928.42857142857
24,2025-11-17,11224.0
25,2025-10-20,17924.0
25,2025-10-27,17567.571428571428
25,2025-11-03,18505.428571428572
25,2025-11-10,16163.0
25,2025-11-17,16219.0
26,2025-10-20,15585.0
26,2025-10-27,17538.14285714286
26,2025-11-03,14273.42857142857
26,2025-11-10,19462.428571428572
26,2025-11-17,19337.0
27,2025-10-20,15984.833333333334
27,2025-10-27,16485.428571428572
27,2025-11-03,14255.42857142857
27,2025-11-10,17982.285714285714
27,2025-11-17,20727.0
28,2025-10-20,21281.5
28,2025-10-27,14696.857142857143
28,2025-11-03,16646.571428571428
28,2025-11-10,14451.0
28,2025-11-17,9891.0
29,2025-10-20,19629.666666666668
29,2025-10-27,14265.857142857143
29,2025-11-03,22259.428571428572
29,2025-11-10,15415.714285714286
29,2025-11-17,18103.0
30,2025-10-20,15160.333333333334
30,2025-10-27,21945.571428571428
30,2025-11-03,17639.85714285714
30,2025-11-10,15001.142857142857
30,2025-11-17,4630.0
31,2025-10-20,12503.0
31,2025-10-27,15102.714285714286
31,2025-11-03,16527.571428571428
31,2025-11-10,17818.85714285714
31,2025-11-17,12696.0
32,2025-10-20,11348.0
32,2025-10-27,10239.857142857143
32,2025-11-03,17098.85714285714
32,2025-11-10,11734.0
32,2025-11-17,17168.0
33,2025-10-20,20907.833333333332
33,2025-10-27,15209.857142857143
33,2025-11-03,17909.571428571428
33,2025-11-10,21393.14285714286
33,2025-11-17,28089.0
34,2025-10-20,21640.333333333332
34,2025-10-27,13820.42857142857
34,2025-11-03,16196.57142857143
34,2025-11-10,19275.428571428572
34,2025-11-17,11523.0
35,2025-10-20,17239.166666666668
35,2025-10-27,19060.0
35,2025-11-03,16322.857142857143
35,2025-11-10,20435.571428571428
35,2025-11-17,16223.0
36,2025-10-20,19329.0
36,2025-10-27,19793.714285714286
36,2025-11-03,19898.14285714286
36,2025-11-10,18576.85714285714
36,2025-11-17,6229.0
37,2025-10-20,21267.666666666668
37,2025-10-27,17241.714285714286
37,2025-11-03,16850.571428571428
37,2025-11-10,15178.857142857143
37,2025-11-17,15494.0
38,2025-10-20,21825.833333333332
38,2025-10-27,11251.857142857143
38,2025-11-03,19494.0
38,2025-11-10,15711.42857142857
38,2025-11-17,5169.0
39,2025-10-20,15526.166666666666
39,2025-10-27,19639.0
39,2025-11-03,16584.14285714286
39,2025-11-10,14967.0
39,2025-11-17,31385.0
40,2025-10-20,15817.666666666666
40,2025-10-27,15045.57142857143
40,2025-11-03,16168.0
40,2025-11-10,10273.714285714286
40,2025-11-17,16793.0
