id,app_user_id,steps,start_timestamp,end_timestamp
124,12,87,2025-10-21 05:51:29.161,2025-10-21 05:53:04.997
125,19,191,2025-10-21 05:51:56.817,2025-10-21 05:52:32.664
126,4,369,2025-10-21 05:52:12.682,2025-10-21 05:52:50.373
127,18,174,2025-10-21 05:52:39.612,2025-10-21 05:53:37.576
128,4,48,2025-10-21 05:52:53.373,2025-10-21 05:53:59.311
129,7,369,2025-10-21 05:53:17.839,2025-10-21 05:56:11.022
130,20,388,2025-10-21 05:53:54.781,2025-10-21 05:54:22.712
131,21,43,2025-10-21 05:54:27.503,2025-10-21 05:57:03.978
132,20,87,2025-10-21 05:54:37.361,2025-10-21 05:58:06.550
133,4,129,2025-10-21 05:54:43.452,2025-10-21 05:54:47.752
134,39,158,2025-10-21 05:54:57.691,2025-10-21 05:55:55.329
135,36,216,2025-10-21 05:55:32.142,2025-10-21 05:57:02.012
136,4,140,2025-10-21 05:55:43.315,2025-10-21 05:59:29.183
137,24,500,2025-10-21 05:55:49.781,2025-10-21 05:56:39.605
138,19,291,2025-10-21 05:56:11.150,2025-10-21 05:58:43.462
139,31,132,2025-10-21 05:56:29.055,2025-10-21 05:58:03.490
140,23,314,2025-10-21 05:57:04.494,2025-10-21 05:59:51.792
141,9,446,2025-10-21 05:57:20.351,2025-10-21 06:01:12.029
142,32,374,2025-10-21 05:57:35.059,2025-10-21 05:58:17.054
143,20,261,2025-10-21 05:58:07.550,2025-10-21 06:00:44.333
144,22,157,2025-10-21 05:58:12.796,2025-10-21 06:02:21.936
145,5,154,2025-10-21 05:58:21.014,2025-10-21 06:00:55.697
146,29,13,2025-10-21 05:59:11.056,2025-10-21 05:59:30.951
147,10,203,2025-10-21 05:59:13.642,2025-10-21 06:00:32.496
148,39,357,2025-10-21 05:59:18.297,2025-10-21 06:00:13.077
149,4,128,2025-10-21 05:59:30.183,2025-10-21 06:00:43.436
150,8,489,2025-10-21 06:00:13.787,2025-10-21 06:02:04.766
151,16,196,2025-10-21 06:00:19.810,2025-10-21 06:05:00.469
152,33,16,2025-10-21 06:00:34.709,2025-10-21 06:03:41.172
153,18,406,2025-10-21 06:00:34.856,2025-10-21 06:03:45.518
154,34,412,2025-10-21 06:00:44.418,2025-10-21 06:03:19.262
155,5,63,2025-10-21 06:00:58.697,2025-10-21 06:03:26.799
156,4,182,2025-10-21 06:01:22.816,2025-10-21 06:05:10.963
157,24,148,2025-10-21 06:01:28.581,2025-10-21 06:04:12.239
158,29,291,2025-10-21 06:01:30.120,2025-10-21 06:03:14.100
159,6,461,2025-10-21 06:01:48.508,2025-10-21 06:03:58.150
160,32,419,2025-10-21 06:02:22.841,2025-10-21 06:03:40.428
161,22,382,2025-10-21 06:02:22.936,2025-10-21 06:05:38.027
162,34,54,2025-10-21 06:03:21.262,2025-10-21 06:04:49.777
163,33,156,2025-10-21 06:03:42.172,2025-10-21 06:03:43.172
164,33,222,2025-10-21 06:03:45.172,2025-10-21 06:03:46.172
165,17,395,2025-10-21 06:04:55.998,2025-10-21 06:05:49.587
166,16,72,2025-10-21 06:05:01.469,2025-10-21 06:05:02.469
167,16,321,2025-10-21 06:05:03.469,2025-10-21 06:09:40.686
168,1,348,2025-10-21 06:05:43.188,2025-10-21 06:09:51.778
169,31,179,2025-10-21 06:06:24.904,2025-10-21 06:10:45.299
170,14,90,2025-10-21 06:06:39.130,2025-10-21 06:10:41.307
171,5,467,2025-10-21 06:06:47.942,2025-10-21 06:10:35.169
172,22,130,2025-10-21 06:06:50.035,2025-10-21 06:07:05.264
173,37,48,2025-10-21 06:08:07.915,2025-10-21 06:10:08.648
174,27,158,2025-10-21 06:08:09.875,2025-10-21 06:11:39.467
175,8,419,2025-10-21 06:09:20.919,2025-10-21 06:10:16.600
176,18,275,2025-10-21 06:09:39.632,2025-10-21 06:09:56.753
177,4,453,2025-10-21 06:10:36.579,2025-10-21 06:10:52.167
178,5,227,2025-10-21 06:10:37.169,2025-10-21 06:14:54.856
179,31,325,2025-10-21 06:10:46.299,2025-10-21 06:11:09.788
180,13,125,2025-10-21 06:10:57.627,2025-10-21 06:11:07.417
181,31,204,2025-10-21 06:11:11.788,2025-10-21 06:11:20.949
182,8,54,2025-10-21 06:12:06.197,2025-10-21 06:13:29.483
183,11,267,2025-10-21 06:12:27.806,2025-10-21 06:13:01.248
184,39,441,2025-10-21 06:12:31.599,2025-10-21 06:14:14.781
185,7,277,2025-10-21 06:12:31.918,2025-10-21 06:16:22.807
186,37,467,2025-10-21 06:12:45.685,2025-10-21 06:14:43.871
187,36,484,2025-10-21 06:12:46.763,2025-10-21 06:16:12.225
188,1,169,2025-10-21 06:13:53.725,2025-10-21 06:14:39.999
189,20,77,2025-10-21 06:14:10.402,2025-10-21 06:18:21.562
190,9,452,2025-10-21 06:14:19.375,2025-10-21 06:15:37.600
191,21,84,2025-10-21 06:14:20.716,2025-10-21 06:15:29.304
192,1,430,2025-10-21 06:14:56.449,2025-10-21 06:17:17.779
193,23,138,2025-10-21 06:15:31.247,2025-10-21 06:15:53.896
194,8,182,2025-10-21 06:16:08.475,2025-10-21 06:20:36.294
195,18,476,2025-10-21 06:17:05.515,2025-10-21 06:21:31.142
196,4,232,2025-10-21 06:17:10.238,2025-10-21 06:19:39.237
197,24,485,2025-10-21 06:17:18.393,2025-10-21 06:19:48.234
198,38,100,2025-10-21 06:18:10.420,2025-10-21 06:21:18.914
199,9,354,2025-10-21 06:18:37.720,2025-10-21 06:22:31.712
200,20,466,2025-10-21 06:19:07.835,2025-10-21 06:19:47.578
201,28,315,2025-10-21 06:19:28.936,2025-10-21 06:20:11.781
202,3,370,2025-10-21 06:19:50.943,2025-10-21 06:22:30.655
203,24,119,2025-10-21 06:20:24.696,2025-10-21 06:22:44.615
204,8,401,2025-10-21 06:20:38.294,2025-10-21 06:22:01.047
205,30,448,2025-10-21 06:20:55.336,2025-10-21 06:22:44.347
206,11,216,2025-10-21 06:21:52.539,2025-10-21 06:23:41.970
207,39,56,2025-10-21 06:22:39.091,2025-10-21 06:24:46.481
208,24,417,2025-10-21 06:23:07.457,2025-10-21 06:26:11.906
209,8,245,2025-10-21 06:23:23.086,2025-10-21 06:26:49.486
210,1,164,2025-10-21 06:24:06.336,2025-10-21 06:24:26.287
211,14,66,2025-10-21 06:24:30.799,2025-10-21 06:28:25.452
212,16,273,2025-10-21 06:24:41.428,2025-10-21 06:26:52.161
213,31,139,2025-10-21 06:25:26.167,2025-10-21 06:26:21.378
214,17,156,2025-10-21 06:25:53.631,2025-10-21 06:30:45.571
215,1,412,2025-10-21 06:26:21.015,2025-10-21 06:30:41.465
216,36,40,2025-10-21 06:27:59.773,2025-10-21 06:29:15.390
217,33,277,2025-10-21 06:28:01.893,2025-10-21 06:28:48.162
218,5,69,2025-10-21 06:28:07.195,2025-10-21 06:29:21.938
219,18,273,2025-10-21 06:28:19.633,2025-10-21 06:31:19.767
220,12,462,2025-10-21 06:29:08.256,2025-10-21 06:32:50.776
221,36,246,2025-10-21 06:29:16.390,2025-10-21 06:30:46.093
222,10,417,2025-10-21 06:30:01.510,2025-10-21 06:33:34.699
223,15,470,2025-10-21 06:31:07.272,2025-10-21 06:35:48.860
224,17,166,2025-10-21 06:31:20.919,2025-10-21 06:34:10.872
225,22,139,2025-10-21 06:33:04.364,2025-10-21 06:35:26.581
226,16,77,2025-10-21 06:33:28.860,2025-10-21 06:37:57.466
227,14,329,2025-10-21 06:33:31.789,2025-10-21 06:38:05.271
228,3,219,2025-10-21 06:33:45.644,2025-10-21 06:35:31.021
229,6,349,2025-10-21 06:33:53.265,2025-10-21 06:38:24.958
230,7,140,2025-10-21 06:34:25.243,2025-10-21 06:39:12.836
231,5,48,2025-10-21 06:34:57.388,2025-10-21 06:36:31.897
232,22,357,2025-10-21 06:35:29.581,2025-10-21 06:39:18.655
233,11,89,2025-10-21 06:35:31.371,2025-10-21 06:35:35.565
234,2,462,2025-10-21 06:35:44.119,2025-10-21 06:40:06.560
235,39,111,2025-10-21 06:36:03.419,2025-10-21 06:40:22.808
236,19,81,2025-10-21 06:36:53.020,2025-10-21 06:38:07.108
237,37,146,2025-10-21 06:37:23.407,2025-10-21 06:42:19.908
238,31,96,2025-10-21 06:37:28.429,2025-10-21 06:39:57.880
239,36,238,2025-10-21 06:37:50.853,2025-10-21 06:41:45.279
240,6,149,2025-10-21 06:39:01.990,2025-10-21 06:43:19.007
241,28,473,2025-10-21 06:39:08.174,2025-10-21 06:42:57.731
242,7,18,2025-10-21 06:39:14.836,2025-10-21 06:39:22.298
243,22,490,2025-10-21 06:39:20.655,2025-10-21 06:40:46.525
244,13,291,2025-10-21 06:39:38.856,2025-10-21 06:43:32.837
245,31,110,2025-10-21 06:40:00.880,2025-10-21 06:40:01.880
246,2,288,2025-10-21 06:40:07.560,2025-10-21 06:40:34.187
247,3,254,2025-10-21 06:40:48.562,2025-10-21 06:42:34.309
248,26,472,2025-10-21 06:40:54.645,2025-10-21 06:44:08.843
249,16,443,2025-10-21 06:41:26.502,2025-10-21 06:43:04.342
250,20,35,2025-10-21 06:41:36.674,2025-10-21 06:42:35.939
251,37,216,2025-10-21 06:42:22.908,2025-10-21 06:43:34.208
252,14,348,2025-10-21 06:42:51.230,2025-10-21 06:44:17.455
253,2,299,2025-10-21 06:43:13.884,2025-10-21 06:45:02.946
254,19,90,2025-10-21 06:43:19.369,2025-10-21 06:44:51.516
255,4,315,2025-10-21 06:43:26.598,2025-10-21 06:46:41.118
256,34,366,2025-10-21 06:44:42.617,2025-10-21 06:46:53.282
257,12,394,2025-10-21 06:44:44.336,2025-10-21 06:46:21.874
258,30,120,2025-10-21 06:44:45.786,2025-10-21 06:47:52.866
259,2,311,2025-10-21 06:45:03.946,2025-10-21 06:45:04.946
260,5,311,2025-10-21 06:46:44.157,2025-10-21 06:51:35.726
261,14,489,2025-10-21 06:48:02.710,2025-10-21 06:49:56.166
262,29,385,2025-10-21 06:48:05.306,2025-10-21 06:53:02.831
263,21,301,2025-10-21 06:48:15.584,2025-10-21 06:49:13.537
264,10,200,2025-10-21 06:48:26.638,2025-10-21 06:51:35.499
265,23,281,2025-10-21 06:48:35.120,2025-10-21 06:52:14.905
266,7,198,2025-10-21 06:50:08.411,2025-10-21 06:50:25.693
267,38,1,2025-10-21 06:50:30.163,2025-10-21 06:53:44.149
268,24,21,2025-10-21 06:50:50.192,2025-10-21 06:52:07.697
269,37,474,2025-10-21 06:51:03.695,2025-10-21 06:53:27.637
270,19,416,2025-10-21 06:51:14.830,2025-10-21 06:54:25.782
271,2,262,2025-10-21 06:51:15.391,2025-10-21 06:55:06.824
272,5,495,2025-10-21 06:51:37.726,2025-10-21 06:51:38.726
273,33,74,2025-10-21 06:52:09.891,2025-10-21 06:52:24.452
274,11,228,2025-10-21 06:52:10.970,2025-10-21 06:56:58.187
275,7,299,2025-10-21 06:52:11.557,2025-10-21 06:53:23.895
276,22,245,2025-10-21 06:52:31.574,2025-10-21 06:54:56.655
277,24,428,2025-10-21 06:53:07.233,2025-10-21 06:53:55.810
278,3,410,2025-10-21 06:53:26.358,2025-10-21 06:56:50.801
279,31,411,2025-10-21 06:53:53.099,2025-10-21 06:55:01.000
280,16,407,2025-10-21 06:53:57.021,2025-10-21 06:54:11.566
281,30,143,2025-10-21 06:54:33.201,2025-10-21 06:58:33.920
282,10,11,2025-10-21 06:54:57.491,2025-10-21 06:57:45.305
283,34,478,2025-10-21 06:55:28.674,2025-10-21 06:58:18.821
284,17,236,2025-10-21 06:55:34.221,2025-10-21 06:57:34.879
285,9,56,2025-10-21 06:56:07.099,2025-10-21 06:56:27.280
286,32,85,2025-10-21 06:56:11.798,2025-10-21 06:58:05.468
287,19,325,2025-10-21 06:56:26.997,2025-10-21 06:57:52.062
288,18,86,2025-10-21 06:56:48.182,2025-10-21 06:57:55.031
289,37,347,2025-10-21 06:57:05.632,2025-10-21 07:00:38.960
290,8,56,2025-10-21 06:57:18.509,2025-10-21 06:59:59.520
291,17,466,2025-10-21 06:57:37.879,2025-10-21 06:57:38.879
292,19,2,2025-10-21 06:57:54.062,2025-10-21 06:58:03.313
293,1,390,2025-10-21 06:57:59.291,2025-10-21 07:02:09.181
294,14,17,2025-10-21 06:58:41.727,2025-10-21 07:03:36.345
295,7,442,2025-10-21 06:58:58.336,2025-10-21 07:03:32.509
296,4,497,2025-10-21 06:59:11.072,2025-10-21 06:59:56.297
297,24,299,2025-10-21 06:59:15.279,2025-10-21 07:04:00.371
298,12,405,2025-10-21 06:59:47.279,2025-10-21 07:02:10.459
299,38,207,2025-10-21 07:00:25.985,2025-10-21 07:04:53.053
300,35,88,2025-10-21 07:00:26.848,2025-10-21 07:05:05.987
301,36,41,2025-10-21 07:00:41.508,2025-10-21 07:00:46.120
302,28,85,2025-10-21 07:00:48.655,2025-10-21 07:03:51.023
303,6,294,2025-10-21 07:00:51.966,2025-10-21 07:05:21.191
304,30,416,2025-10-21 07:01:39.221,2025-10-21 07:02:56.175
305,19,449,2025-10-21 07:02:22.142,2025-10-21 07:06:19.801
306,37,214,2025-10-21 07:03:11.887,2025-10-21 07:06:06.159
307,33,347,2025-10-21 07:03:29.990,2025-10-21 07:05:51.823
308,2,23,2025-10-21 07:03:30.627,2025-10-21 07:06:44.631
309,22,151,2025-10-21 07:03:52.908,2025-10-21 07:08:21.399
310,7,359,2025-10-21 07:04:06.137,2025-10-21 07:05:56.824
311,6,256,2025-10-21 07:05:23.191,2025-10-21 07:07:50.832
312,30,357,2025-10-21 07:05:38.323,2025-10-21 07:06:14.098
313,13,250,2025-10-21 07:05:44.498,2025-10-21 07:06:58.818
314,23,437,2025-10-21 07:05:50.027,2025-10-21 07:10:13.161
315,10,354,2025-10-21 07:06:06.334,2025-10-21 07:08:05.037
316,19,173,2025-10-21 07:06:22.801,2025-10-21 07:06:23.801
317,16,101,2025-10-21 07:06:23.679,2025-10-21 07:09:23.480
318,9,478,2025-10-21 07:07:24.461,2025-10-21 07:10:28.910
319,18,184,2025-10-21 07:07:47.479,2025-10-21 07:11:17.388
320,10,45,2025-10-21 07:08:07.037,2025-10-21 07:08:27.383
321,14,492,2025-10-21 07:08:11.385,2025-10-21 07:13:08.219
322,38,41,2025-10-21 07:08:46.779,2025-10-21 07:13:31.198
323,8,69,2025-10-21 07:09:11.823,2025-10-21 07:13:17.310
324,17,148,2025-10-21 07:09:21.223,2025-10-21 07:13:47.309
325,9,102,2025-10-21 07:10:29.910,2025-10-21 07:10:30.910
326,32,386,2025-10-21 07:11:09.673,2025-10-21 07:12:19.095
327,18,78,2025-10-21 07:11:19.388,2025-10-21 07:11:20.388
328,15,483,2025-10-21 07:11:22.482,2025-10-21 07:14:37.115
329,10,326,2025-10-21 07:11:37.091,2025-10-21 07:12:18.152
330,40,115,2025-10-21 07:13:17.448,2025-10-21 07:17:59.307
331,19,443,2025-10-21 07:13:25.140,2025-10-21 07:14:28.610
332,37,421,2025-10-21 07:13:33.986,2025-10-21 07:13:50.285
333,28,447,2025-10-21 07:13:49.224,2025-10-21 07:18:23.777
334,17,363,2025-10-21 07:13:50.309,2025-10-21 07:13:51.309
335,14,375,2025-10-21 07:14:30.523,2025-10-21 07:14:31.643
336,15,403,2025-10-21 07:15:31.743,2025-10-21 07:17:20.757
337,13,447,2025-10-21 07:15:43.280,2025-10-21 07:20:07.601
338,32,180,2025-10-21 07:15:55.615,2025-10-21 07:17:52.566
339,31,468,2025-10-21 07:15:58.895,2025-10-21 07:18:08.518
340,4,369,2025-10-21 07:16:43.686,2025-10-21 07:21:22.075
341,24,2,2025-10-21 07:16:54.188,2025-10-21 07:17:57.888
342,22,413,2025-10-21 07:17:06.421,2025-10-21 07:21:41.328
343,2,354,2025-10-21 07:17:34.470,2025-10-21 07:21:13.584
344,24,476,2025-10-21 07:17:59.888,2025-10-21 07:20:12.696
345,38,317,2025-10-21 07:18:04.864,2025-10-21 07:22:34.342
346,36,193,2025-10-21 07:18:22.135,2025-10-21 07:19:56.494
347,28,40,2025-10-21 07:18:25.777,2025-10-21 07:19:49.162
348,25,15,2025-10-21 07:18:32.510,2025-10-21 07:22:50.452
349,30,422,2025-10-21 07:18:33.999,2025-10-21 07:20:00.928
350,6,6,2025-10-21 07:18:51.501,2025-10-21 07:19:48.677
351,33,19,2025-10-21 07:19:02.118,2025-10-21 07:22:06.281
352,11,411,2025-10-21 07:19:17.499,2025-10-21 07:22:58.430
353,37,247,2025-10-21 07:19:29.048,2025-10-21 07:20:50.231
354,8,304,2025-10-21 07:19:32.632,2025-10-21 07:19:34.460
355,39,19,2025-10-21 07:19:32.672,2025-10-21 07:21:35.394
356,30,280,2025-10-21 07:20:01.928,2025-10-21 07:21:41.970
357,29,298,2025-10-21 07:20:13.707,2025-10-21 07:20:23.119
358,29,97,2025-10-21 07:20:26.119,2025-10-21 07:22:41.422
359,5,416,2025-10-21 07:20:31.161,2025-10-21 07:20:35.497
360,14,39,2025-10-21 07:20:52.951,2025-10-21 07:22:35.085
361,10,430,2025-10-21 07:20:59.561,2025-10-21 07:22:54.321
362,35,401,2025-10-21 07:21:22.536,2025-10-21 07:25:50.341
363,23,326,2025-10-21 07:21:29.475,2025-10-21 07:22:41.717
364,13,241,2025-10-21 07:21:35.186,2025-10-21 07:24:52.867
365,28,334,2025-10-21 07:21:50.342,2025-10-21 07:23:29.348
366,27,10,2025-10-21 07:21:53.998,2025-10-21 07:25:44.265
367,38,25,2025-10-21 07:22:37.342,2025-10-21 07:23:01.240
368,39,207,2025-10-21 07:23:37.487,2025-10-21 07:27:13.981
369,28,294,2025-10-21 07:23:59.481,2025-10-21 07:24:20.612
370,6,89,2025-10-21 07:24:12.932,2025-10-21 07:24:35.294
371,13,154,2025-10-21 07:24:53.867,2025-10-21 07:24:54.867
372,12,235,2025-10-21 07:25:01.963,2025-10-21 07:26:43.685
373,27,51,2025-10-21 07:25:45.265,2025-10-21 07:26:25.485
374,7,354,2025-10-21 07:26:01.080,2025-10-21 07:29:42.964
375,23,455,2025-10-21 07:26:01.915,2025-10-21 07:27:20.108
376,24,67,2025-10-21 07:26:05.987,2025-10-21 07:28:51.418
377,11,448,2025-10-21 07:26:06.658,2025-10-21 07:26:35.201
378,31,498,2025-10-21 07:26:13.680,2025-10-21 07:27:52.456
379,5,270,2025-10-21 07:26:17.590,2025-10-21 07:29:07.592
380,39,86,2025-10-21 07:27:14.981,2025-10-21 07:27:15.981
381,23,443,2025-10-21 07:27:22.108,2025-10-21 07:30:58.121
382,14,427,2025-10-21 07:27:47.204,2025-10-21 07:30:39.446
383,9,270,2025-10-21 07:28:26.272,2025-10-21 07:29:05.146
384,28,44,2025-10-21 07:28:39.233,2025-10-21 07:32:50.402
385,5,285,2025-10-21 07:29:09.592,2025-10-21 07:29:57.072
386,8,180,2025-10-21 07:30:31.397,2025-10-21 07:30:35.163
387,19,16,2025-10-21 07:31:02.837,2025-10-21 07:35:23.187
